[7, 9, 10, 17, 27, 46, 47, 49, 52, 59, 72, 73, 74, 80, 81]
[4, 17, 19, 20, 22, 28, 30, 45, 50, 51, 59, 61, 63, 74, 78]
[2, 9, 15, 19, 20, 22, 29, 33, 35, 40, 48, 61, 72, 75, 88]
[1, 2, 4, 14, 23, 37, 41, 42, 44, 54, 57, 58, 71, 74, 87]
[2, 5, 7, 22, 24, 38, 45, 50, 54, 60, 61, 65, 70, 74, 89]
[2, 4, 11, 17, 27, 36, 41, 45, 51, 52, 60, 68, 70, 71, 72]
[4, 8, 10, 14, 19, 28, 31, 32, 52, 56, 62, 78, 82, 83, 87]
[6, 9, 12, 20, 25, 27, 39, 44, 54, 61, 62, 63, 70, 73, 77]
[6, 9, 16, 22, 27, 32, 41, 43, 48, 52, 67, 71, 73, 75, 87]
[10, 21, 25, 32, 44, 50, 58, 59, 64, 70, 72, 79, 80, 81, 84]
[4, 11, 21, 37, 41, 42, 46, 53, 54, 61, 67, 68, 70, 72, 84]
[20, 27, 29, 30, 38, 47, 53, 57, 59, 60, 64, 72, 76, 78, 84]
[3, 6, 7, 13, 16, 18, 25, 27, 29, 31, 35, 50, 52, 73, 84]
[8, 11, 12, 19, 22, 30, 31, 44, 45, 48, 52, 57, 61, 70, 88]
[2, 12, 28, 29, 36, 39, 44, 50, 52, 58, 65, 68, 83, 86, 87]
[3, 8, 10, 22, 36, 41, 51, 54, 57, 66, 69, 71, 78, 84, 87]
[2, 6, 9, 16, 19, 23, 34, 45, 47, 48, 54, 55, 56, 72, 89]
[4, 5, 10, 14, 18, 23, 29, 43, 44, 45, 53, 55, 58, 76, 82]
[2, 15, 19, 20, 21, 27, 37, 57, 59, 66, 67, 68, 76, 77, 85]
[11, 16, 25, 26, 27, 38, 45, 46, 48, 75, 77, 78, 82, 84, 89]
[6, 11, 14, 16, 20, 23, 26, 30, 40, 46, 50, 55, 65, 69, 77]
[3, 7, 12, 13, 37, 45, 46, 47, 56, 67, 69, 73, 81, 82, 88]
[2, 3, 8, 11, 21, 28, 34, 36, 47, 49, 56, 60, 71, 73, 85]
[17, 19, 21, 26, 30, 38, 41, 43, 46, 54, 57, 69, 71, 76, 85]
[14, 21, 32, 40, 42, 48, 50, 52, 63, 65, 66, 73, 76, 77, 90]
[2, 5, 7, 15, 17, 19, 20, 25, 28, 33, 49, 50, 56, 78, 79]
[4, 8, 10, 13, 15, 22, 25, 27, 41, 47, 50, 51, 56, 71, 86]
[4, 12, 16, 28, 29, 35, 38, 41, 60, 61, 66, 74, 78, 80, 83]
[3, 11, 15, 30, 44, 45, 51, 55, 61, 67, 71, 76, 80, 83, 86]
